1401308589,Mitch Albom,The Five People You Meet in Heaven,3.9,2003
451528824,L.M. Montgomery,Anne of Green Gables,4.23,1908
1416914307,Cassandra Clare,City of Glass,4.34,2009
055357342X,George R.R. Martin,A Storm of Swords,4.54,2000
006075995X,Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,3.79,1996
440242940,Diana Gabaldon,Outlander,4.2,1991
142437263,Nathaniel Hawthorne/ Thomas E. Connolly/ Nina Baym,The Scarlet Letter,3.37,1850
1594744769,Ransom Riggs,Miss Peregrines Home for Peculiar Children,3.89,2011
804139024,Andy Weir,The Martian,4.39,2012
451207149,Ken Follett,The Pillars of the Earth,4.29,1989
1400064163,Laura Hillenbrand,Unbroken: A World War II Story of Survival/ Resilience/ and Redemption,4.4,2010
671027387,Dan Brown,Deception Point,3.67,2001
316055433,Donna Tartt,The Goldfinch,3.87,2013
1595141715,Jay Asher,Thirteen Reasons Why,4.02,2007
452287022,Tracy Chevalier,Girl with a Pearl Earring,3.85,1999
525421033,Gayle Forman,If I Stay,3.96,2009
312353766,Anita Diamant,The Red Tent,4.16,1997
786856866,Rick Riordan,The Sea of Monsters,4.23,2006
446528056,Nicholas Sparks,Dear John,4.01,2006
1416914293,Cassandra Clare,City of Ashes,4.21,2008
743477103,William Shakespeare,The Tragedy of Macbeth,3.88,1606
618346260,J.R.R. Tolkien,The Two Towers,4.42,1954
031232118X,Emily Giffin,Something Borrowed,3.83,2004
394800168,Dr. Seuss,Green Eggs and Ham,4.29,1960
142403881,Roald Dahl/ Quentin Blake,Charlie and the Chocolate Factory,4.1,1964
1423101464,Rick Riordan,The Battle of the Labyrinth,4.39,2008
192833596,Charles Dickens,Great Expectations,3.75,1860
345339738,J.R.R. Tolkien,The Return of the King,4.51,1955
345337938,Albert Camus/ Matthew  Ward,The Stranger,3.96,1942
142311339X,Rick Riordan,The Lost Hero,4.35,2010
1250012570,Rainbow Rowell,Eleanor & Park,4.11,2013
055358202X,George R.R. Martin,A Feast for Crows,4.1,2005
525423648,Ally Condie,Matched,3.68,2010
747263744,Neil Gaiman,American Gods,4.11,2001
385199570,Stephen King/ Bernie Wrightson,The Stand,4.34,1978
446547565,Nicholas Sparks,The Last Song,4.14,2008
552151696,Dan Brown,Digital Fortress,3.6,1998
141439580,Jane Austen/ Fiona Stafford,Emma,3.99,1815
393312836,Anthony Burgess,A Clockwork Orange,3.98,1962
964729237,William Paul Young,The Shack: Where Tragedy Confronts Eternity,3.74,2007
739380338,Rick Riordan,The Last Olympian,4.5,2009
451169514,Stephen King,It,4.18,1986
61148512,Sylvia Plath,The Bell Jar,3.98,1963
7205236,Frank McCourt,Angela's Ashes: A Memoir,4.07,1996
553208845,Hermann Hesse/ Hilda Rosner,Siddhartha,3.99,1922
679745580,Truman Capote,In Cold Blood,4.05,1965
316042676,Kami Garcia/ Margaret Stohl,Beautiful Creatures,3.76,2009
1416975861,Cassandra Clare,Clockwork Angel,4.33,2010
141301066,Roald Dahl/ Quentin Blake,Matilda,4.29,1988
385534639,Erin Morgenstern,The Night Circus,4.03,2011
743227441,Philippa Gregory,The Other Boleyn Girl,4.04,2001
689865384,Scott Westerfeld,Uglies,3.86,2005
689856384,George R.R. Martin,A Dance with Dragons,4.31,2011
618640150,J.R.R. Tolkien,The Lord of the Rings,4.47,1955
307592731,Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail ,3.96,2012
930289234,Alan Moore/ Dave Gibbons/ John Higgins,Watchmen,4.35,1987
075640407X,Patrick Rothfuss,The Name of the Wind,4.55,2007
316017922,Malcolm Gladwell,Outliers: The Story of Success,4.11,2008
142437247,Herman Melville/ Andrew Delbanco/ Tom Quirk,Moby Dick; or/ The Whale,3.46,1851
385340990,Mary Ann Shaffer/ Annie Barrows,The Guernsey Literary and Potato Peel Pie Society,4.12,2008
393327345,Chuck Palahniuk,Fight Club,4.2,1996
441008534,Charlaine Harris,Dead Until Dark,3.96,2001
671727796,Alice Walker,The Color Purple,4.17,1982
739461192,John Grogan,Marley & Me: Life and Love with the World's Worst Dog,4.12,2005
312330871,Agatha Christie,Ten Little Niggers,4.23,1939
385504225,Dan Brown,The Lost Symbol,3.66,2009
1416989412,Becca Fitzpatrick,Hush/ Hush,4,2009
1416965412,Jamie McGuire,Beautiful Disaster,4.15,2011
1561797464,Charles Dickens,A Christmas Carol,4.02,1843
345476875,Anne Rice,Interview with the Vampire,3.97,1976
62059939,Kiera Cass,The Selection,4.15,2012
312362080,Janet Evanovich,One for the Money,4.03,1994
1400052173,Rebecca Skloot,The Immortal Life of Henrietta Lacks,4.04,2010
99446782,Thomas Harris,The Silence of the Lambs,4.14,1988
316010669,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,3.89,2005
038572179X,Ian McEwan,Atonement,3.88,2001
553213695,Franz Kafka/ Stanley Corngold,Die Verwandlung,3.78,1915
141382899,Rick Riordan,The Titan's Curse,4.33,2007
1554681723,Garth Stein,The Art of Racing in the Rain,4.19,2006
739303406,Erik Larson/ Tony Goldwyn,The Devil in the White City: Murder/ Magic/ and Madness at the Fair that Changed America,3.98,2003
425263908,Sylvia Day,Bared to You,4.19,2012
66238501,C.S. Lewis/ Pauline Baynes,The Chronicles of Narnia,4.24,1956
316043133,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,4.23,1992
1558743669,Dave Pelzer,"A Child Called ""It"": One Child's Courage to Survive",4.08,1995
752864327,Robert Ludlum,The Bourne Identity,3.98,1980
786817879,Eoin Colfer,Artemis Fowl,3.82,2001
385738935,Lauren Kate,Fallen,3.74,2009
142000655,John Steinbeck,East of Eden  ,4.35,1952
307341569,Gillian Flynn,Dark Places,3.92,2009
385339089,John Grisham,The Client,3.97,1993
312291639,Emma McLaughlin/ Nicola Kraus,The Nanny Diaries,3.4,2002
451527747,Lewis Carroll/ John Tenniel/ Martin Gardner,Alice's Adventures in Wonderland,4.06,1865
192802631,Jane Austen/ James Kinsley/ Deidre Shauna Lynch,Persuasion,4.13,1817
312370830,Tatiana de Rosnay,Elle s'appelait Sarah,4.14,2007
452284694,Stephen King,The Gunslinger,3.99,1982
014131088X,Laurie Halse Anderson,Speak,4,1999
399159347,Liane Moriarty,The Husband's Secret ,3.92,2013
385494785,Jon Krakauer,Into Thin Air: A Personal Account of the Mt. Everest Disaster,4.11,1997
1416524304,Stephen King,Carrie,3.93,1974
031242227X,Augusten Burroughs,Running with Scissors,3.7,2002
307346609,Max Brooks,World War Z: An Oral History of the Zombie War,4.01,2006
385537859,Dan Brown,Inferno,3.8,2013
440227534,Lois Lowry,Number the Stars,4.11,1989
446692638,James Patterson,Along Came a Spider,4.08,1993
450417395,Stephen King,Misery,4.11,1987
307341542,Gillian Flynn,Sharp Objects,3.92,2006
439366771,Katherine Paterson,Bridge to Terabithia,3.98,1977
312360266,P.C. Cast/ Kristin Cast,Marked,3.79,2007
743269519,Stephen R. Covey,The 7 Habits of Highly Effective People,4.05,1989
743477545,William Shakespeare/ Barbara A. Mowat/ Paul Werstine/ Catherine Belsey,A Midsummer Night's Dream,3.94,1595
618711651,Jonathan Safran Foer,Extremely Loud and Incredibly Close,3.97,2005
375869026,R.J. Palacio,Wonder,4.43,2012
039480001X,Dr. Seuss,The Cat in the Hat,4.15,1957
312641893,Marissa Meyer,Cinder,4.15,2012
316206849,Robert Galbraith/ J.K. Rowling,The Cuckoo's Calling,3.83,2013
545123267,Maggie Stiefvater,Shiver,3.78,2009
452011876,Ayn Rand/ Leonard Peikoff,Atlas Shrugged,3.68,1957
143038257,Greg Mortenson/ David Oliver Relin,Three Cups of Tea ,3.64,2006
517223627,Jane Carruth/ Lewis Carroll/ Rene Cloke,,4.03,1865
143034901,Carlos Ruiz / Lucia Graves,La sombra del viento,4.24,2001
385738757,James Dashner,The Scorch Trials,3.93,2010
541289578,Dale Carnegie,How to Win Friends and Influence People,4.13,1936
767900383,Frances Mayes,Under the Tuscan Sun,3.72,1996
399167064,Liane Moriarty,Big Little Lies,4.2,2014
590920685,Gail Carson Levine,Ella Enchanted,3.97,1997
743297334,Ernest Hemingway,The Sun Also Rises,3.83,1926
61120073,Betty  Smith,A Tree Grows In Brooklyn ,4.24,1943
446677388,James Patterson,Kiss the Girls,3.93,1995
312577222,Kristin Hannah,The Nightingale,4.54,2015
1400078776,Kazuo Ishiguro,Never Let Me Go,3.8,2005
786890754,Cecelia Ahern,PS/ I Love You,4.01,2003
1844080382,Daphne du Maurier/ Sally Beauman,Rebecca,4.2,1938
156030306,Daniel Keyes,Flowers for Algernon,4.07,1966
552995878,Laura Esquivel/ Thomas  Christensen/ Carol Christensen,Como agua para chocolate,3.94,1989
812968069,Lisa See,Snow Flower and the Secret Fan,4.05,2005
451205766,Mario Puzo/ Robert Thompson/ Peter Bart,The Godfather,4.36,1969
525476881,John Green,An Abundance of Katherines,3.63,2006
553803719,Isaac Asimov,Foundation,4.13,1951
62255657,Neil Gaiman,The Ocean at the End of the Lane,3.99,2013
60513063,Shel Silverstein,A Light in the Attic,4.34,1981
751565350,John Tiffany/ Jack Thorne/ J.K. Rowling,Harry Potter and the Cursed Child/ Parts One and Two,3.75,2016
61726834,Lauren Oliver,Delirium,3.99,2011
385339704,John Grisham,The Pelican Brief,3.95,1992
61139378,Neil Gaiman,Coraline,4.03,2002
60853980,Terry Pratchett/ Neil Gaiman,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter/ Witch,4.25,1990
140042598,Jack Kerouac,On the Road,3.64,1955
1476729085,Graeme Simsion,The Rosie Project,4.01,2013
446579939,Nicholas Sparks,The Lucky One,4.1,2008
451191153,Ayn Rand/ Leonard Peikoff,The Fountainhead,3.85,1943
425172902,Tom Clancy,The Hunt for Red October,4.01,1984
038039586X,Richard Adams,Watership Down,4.05,1972
307886263,Mindy Kaling,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,2011
375414495,Abraham Verghese,Cutting for Stone,4.28,2009
006112527X,C.S. Lewis/ Pauline Baynes,The Voyage of the Dawn Treader,4.08,1951
753453800,Robert Louis Stevenson,Treasure Island,3.82,1882
1423140591,Rick Riordan,The Son of Neptune ,4.44,2011
1451627289,Stephen King,11/22/1963,4.29,2011
241003008,Eric Carle,The Very Hungry Caterpillar,4.29,1969
140285601,Kurt Vonnegut Jr.,Cat's Cradle,4.18,1963
451528557,H.G. Wells/ Greg Bear/ Carlo Pagetti,The Time Machine,3.87,1895
385751060,John Boyne,The Boy in the Striped Pyjamas,4.1,2006
1892295490,Joseph Conrad,Heart of Darkness,3.42,1899
044654759X,Nicholas Sparks,Safe Haven,4.19,2010
1582701709,Rhonda Byrne,The Secret,3.62,2006
60987561,Wally Lamb,I Know This Much Is True ,4.17,1998
1416524347,Stephen King,Pet Sematary,3.91,1983
671021001,Wally Lamb,She's Come Undone,3.84,1992
756404738,Patrick Rothfuss,The Wise Man's Fear,4.57,2011
440241901,Sophie Kinsella,Can You Keep a Secret?,3.83,2003
1442403543,Cassandra Clare,City of Fallen Angels,4.16,2011
743418174,Jennifer Weiner,Good in Bed,3.7,2001
380018179,Colleen McCullough,The Thorn Birds,4.22,1977
60530928,Neil Gaiman/ Dave McKean,The Graveyard Book,4.12,2008
1451681739,M.L. Stedman,The Light Between Oceans,4,2012
439709105,Cornelia Funke/ Anthea Bell,Tintenherz,3.86,2003
91883768,Spencer Johnson/ Kenneth H. Blanchard,Who Moved My Cheese?,3.74,1998
307279464,Bill Bryson,A Walk in the Woods,4.05,1997
553279378,Maya Angelou,I Know Why the Caged Bird Sings,4.19,1969
61950726,Christina Baker Kline,Orphan Train,4.14,2013
1442416866,Cassandra Clare,City of Lost Souls,4.3,2012
316204277,Maria Semple,Where'd You Go/ Bernadette,3.9,2012
375806814,Wilson Rawls,Where the Red Fern Grows,4.04,1961
60557818,Neil Gaiman,Neverwhere,4.18,1996
60567818,Rainbow Rowell,,4.12,2013
552135399,John Irving,A Prayer for Owen Meany,4.22,1989
316182540,Janet Fitch,White Oleander,3.93,1999
039925675X,Marie Lu,Legend,4.19,2011
743496728,Jodi Picoult,Nineteen Minutes,4.1,2007
1401323251,Randy Pausch/ Jeffrey Zaslow,The Last Lecture,4.25,2008
812511816,Robert Jordan,The Eye of the World,4.18,1990
61150142,Jodi Picoult,The Pact,4,1998
60764902,C.S. Lewis,The magician's nephew,4.01,1953
595440096,Lisa Genova,Still Alice,4.3,2007
425263916,Sylvia Day,Reflected in You,4.33,2012
375814248,Roald Dahl/ Quentin Blake,James and the Giant Peach,3.99,1961
446696617,James Patterson,1st To Die,4.05,2001
345453743,Douglas Adams,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,4.37,1996
340896965,David Nicholls,One Day,3.77,2009
60775858,Margaret Wise Brown/ Clement Hurd,,4.27,1947
61969559,Pittacus Lore,I Am Number Four,3.94,2010
316228532,J.K. Rowling,The Casual Vacancy,3.28,2012
385339690,John Grisham,The Runaway Jury,3.96,1996
316777730,David Sedaris,Naked,4.08,1997
375840400,Christopher Paolini,Eldest,3.96,2005
140621679,L. Frank Baum/ W.W. Denslow,The Wonderful Wizard of Oz,3.98,1900
000720230X,C.S. Lewis,Prince Caspian: The Return to Narnia,3.96,1951
450031063,E. Lockhart,We Were Liars,3.85,2014
450012063,Stephen King,Salem's Lot,3.99,1975
679785892,Hunter S. Thompson/ Ralph Steadman,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,4.08,1971
1416975888,Cassandra Clare,Clockwork Prince,4.46,2011
62268341,Amy Poehler,Yes Please,3.81,2014
743477553,William Shakespeare,The Tragedy of Othello/ The Moor of Venice,3.88,1603
1400033411,Toni Morrison,Beloved,3.77,1987
015206396X,Kristin Cashore,Graceling,4.1,2008
439206472,Lemony Snicket/ Brett Helquist,The Bad Beginning,3.89,1999
449213943,Erich Maria Remarque/ A.W. Wheen,Im Westen nichts Neues,3.92,1929
679805273,Dr. Seuss,Oh/ the Places You'll Go!,4.34,1990
159463176X,Khaled Hosseini,And The Mountains Echoed,4.03,2012
345404475,Philip K. Dick/ Roger Zelazny,Do Androids Dream of Electric Sheep?,4.08,1968
141439742,Charles Dickens/ George Cruikshank/ Philip Horne,Oliver Twist,3.85,1838
60652896,C.S. Lewis,A Grief Observed,4.21,1942
525423273,Stephanie Perkins,Anna and the French Kiss,4.08,2010
7173040,Dr. Seuss,How the Grinch Stole Christmas!,4.36,1957
1401207928,Alan Moore/ David   Lloyd,V for Vendetta,4.25,1990
743223136,David McCullough,John Adams,4.05,2001
553384287,Dean Koontz,Odd Thomas,3.94,2003
679879250,Philip Pullman,The Subtle Knife,4.1,1997
439488400,Jerry Spinelli,Stargirl,3.74,2000
1423113381,Rick Riordan,The Red Pyramid,4.06,2010
441788386,Robert A. Heinlein,Stranger in a Strange Land,3.91,1961
965904830,David Sedaris,Dress Your Family in Corduroy and Denim,4.08,2004
141311371,Roald Dahl/ Quentin Blake,The BFG,4.22,1982
076790818X,Bill Bryson,A Short History of Nearly Everything,4.19,2003
439227143,Jack London,The Call of the Wild,3.83,1903
385738773,James Dashner,The Death Cure,3.77,2011
61142026,Neil Gaiman,Stardust,4.07,1999
618485228,Jhumpa Lahiri,The Namesake,3.96,2003
670022411,Deborah Harkness,A Discovery of Witches,3.99,2011
446672211,Billie Letts,Where the Heart Is,4,1995
525421580,John Green/ David Levithan,Will Grayson/ Will Grayson,3.84,2010
307276902,James Frey,A Million Little Pieces,3.62,2003
1595141758,Richelle Mead,Frostbite,4.3,2008
307352145,Susan Cain,Quiet: The Power of Introverts in a World that Can't Stop Talking,4.04,2012
440439884,Scott O'Dell,Island of the Blue Dolphins,3.8,1960
142437336,Arthur Miller/ Christopher Bigsby,The Crucible,3.55,1953
689840926,Gary Paulsen,Hatchet,3.68,1986
076531178X,Brandon Sanderson,Mistborn : The Final Empire,4.43,2006
451528956,Robert Louis Stevenson/ Vladimir Nabokov/ Mervyn Peake/ Dan Chaon,The Strange Case of Dr Jekyll and Mr Hyde,3.79,1886
679889108,Dr. Seuss,The Lorax,4.35,1971
810993139,Jeff Kinney,Greg Heffley's Journal,3.96,2004
1599906953,Sarah J. Maas,Throne of Glass,4.24,2012
1595141979,Richelle Mead,Shadow Kiss,4.37,2008
684803356,Ernest Hemingway,For Whom the Bell Tolls,3.95,1940
345505336,Jamie Ford,Hotel on the Corner of Bitter and Sweet,3.98,2009
60838582,Eric Schlosser,Fast Food Nation : The Dark Side of the All-American Meal ,3.73,2001
747599874,J.K. Rowling,The Tales of Beedle the Bard,4.06,2007
441569595,William Gibson,Neuromancer,3.88,1984
99910101,Ernest Hemingway,A Farewell to Arms,3.79,1929
553212281,Edgar Allan Poe,The Tell-Tale Heart,4.15,1843
385344228,William Landay,Defending Jacob,3.97,2012
385334206,Kurt Vonnegut Jr.,Breakfast of Champions,4.08,1973
874774241,Betty Edwards,Drawing on the Right Side of the Brain,3.84,1979
60838728,Ann Patchett,Bel Canto,3.92,2001
739467352,Jared Diamond,Guns/ Germs/ and Steel: The Fates of Human Societies,4,1997
375508414,Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,4.26,1987
385474547,Chinua Achebe,Things Fall Apart,3.61,1958
385338694,Sophie Kinsella,The Undomestic Goddess,3.82,2005
1881273156,Gary Chapman,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23,1990
54812,Alexandre Dumas,Les Trois Mousquetaires,4.06,1844
1416589643,Chris Cleave,The Other Hand,3.7,2008
031253275X,Alyson Noel,Evermore,3.59,2009
590032496,Roald Dahl/ Quentin Blake,The Witches,4.17,1983
743298020,Diane Setterfield,The Thirteenth Tale,3.95,2006
1595142509,Richelle Mead,Spirit Bound,4.37,2010
1595141987,Richelle Mead,Blood Promise,4.35,2009
446676071,Nicholas Sparks,Message in a Bottle,3.95,1998
345521307,Paula McLain,The Paris Wife,3.79,2011
545044251,J.K. Rowling,Complete Harry Potter Boxed Set,4.74,1998
62059963,Kiera Cass,The Elite,4.02,2013
156001314,Umberto Eco/ William Weaver/ Sean Barrett,Il nome della rosa,4.11,1980
1416914633,Beatrice Sparks/ Anonymous,Go Ask Alice,3.77,1971
802130208,John Kennedy Toole/ Walker Percy,A Confederacy of Dunces,3.89,1980
158049580X,Oscar Wilde,The Importance of Being Earnest,4.17,1895
1423140605,Rick Riordan,The Mark of Athena,4.47,2012
60855924,Terry Pratchett,The Colour of Magic,3.97,1983
525945563,Thomas Harris,Red Dragon,4.01,1981
553803700,Isaac Asimov,I/ Robot,4.17,1950
451216954,J.R. Ward,Dark Lover,4.21,2005
1416989439,Becca Fitzpatrick,Crescendo,4.07,2010
61726818,Lauren Oliver,Before I Fall,3.92,2010
679457313,Arundhati Roy,The God of Small Things,3.91,1997
670024783,Sue Monk Kidd,The Invention of Wings,4.23,2014
141043768,Liane Moriarty,What Alice Forgot,4.05,2009
553380168,Stephen Hawking/ Cao Chi,A Brief History of Time: From the Big Bang to Black Holes,4.12,1987
525951652,Ken Follett,Fall of Giants,4.26,2010
1439148503,Stephen King,Under the Dome,3.89,2009
553380958,Neal Stephenson,Snow Crash,4.02,1992
670061050,Sarah Dessen,Just Listen,4.06,2006
525467564,A.A. Milne/ Ernest H. Shepard,Winnie-the-Pooh,4.34,1926
62060554,S.J. Watson,Before I Go to Sleep,3.87,2011
